algorithm,characters,noise_rate,repetition,seed,payload_bits,redundancy_bits,overhead_ratio,flipped_bits,out_of_guarantee_words,result
crc32,1024,0.01,19,30250019,8192,32,0.00390625,88,0,ERROR crc_error
crc32,1024,0.01,20,30250020,8192,32,0.00390625,78,0,ERROR crc_error
crc32,1024,0.01,21,30250021,8192,32,0.00390625,80,0,ERROR crc_error
crc32,1024,0.01,22,30250022,8192,32,0.00390625,80,0,ERROR crc_error
crc32,1024,0.01,23,30250023,8192,32,0.00390625,82,0,ERROR crc_error
crc32,1024,0.01,24,30250024,8192,32,0.00390625,93,0,ERROR crc_error
crc32,1024,0.01,25,30250025,8192,32,0.00390625,87,0,ERROR crc_error
crc32,1024,0.01,26,30250026,8192,32,0.00390625,64,0,ERROR crc_error
crc32,1024,0.01,27,30250027,8192,32,0.00390625,88,0,ERROR crc_error
crc32,1024,0.01,28,30250028,8192,32,0.00390625,85,0,ERROR crc_error
crc32,1024,0.01,29,30250029,8192,32,0.00390625,87,0,ERROR crc_error
crc32,1024,0.05,0,30290000,8192,32,0.00390625,409,0,ERROR crc_error
crc32,1024,0.05,1,30290001,8192,32,0.00390625,392,0,ERROR crc_error
crc32,1024,0.05,2,30290002,8192,32,0.00390625,378,0,ERROR crc_error
crc32,1024,0.05,3,30290003,8192,32,0.00390625,430,0,ERROR crc_error
crc32,1024,0.05,4,30290004,8192,32,0.00390625,431,0,ERROR crc_error
crc32,1024,0.05,5,30290005,8192,32,0.00390625,405,0,ERROR crc_error
crc32,1024,0.05,6,30290006,8192,32,0.00390625,438,0,ERROR crc_error
crc32,1024,0.05,7,30290007,8192,32,0.00390625,434,0,ERROR crc_error
crc32,1024,0.05,8,30290008,8192,32,0.00390625,404,0,ERROR crc_error
crc32,1024,0.05,9,30290009,8192,32,0.00390625,425,0,ERROR crc_error
crc32,1024,0.05,10,30290010,8192,32,0.00390625,426,0,ERROR crc_error
crc32,1024,0.05,11,30290011,8192,32,0.00390625,447,0,ERROR crc_error
crc32,1024,0.05,12,30290012,8192,32,0.00390625,389,0,ERROR crc_error
crc32,1024,0.05,13,30290013,8192,32,0.00390625,402,0,ERROR crc_error
crc32,1024,0.05,14,30290014,8192,32,0.00390625,404,0,ERROR crc_error
crc32,1024,0.05,15,30290015,8192,32,0.00390625,423,0,ERROR crc_error
crc32,1024,0.05,16,30290016,8192,32,0.00390625,400,0,ERROR crc_error
crc32,1024,0.05,17,30290017,8192,32,0.00390625,421,0,ERROR crc_error
crc32,1024,0.05,18,30290018,8192,32,0.00390625,401,0,ERROR crc_error
crc32,1024,0.05,19,30290019,8192,32,0.00390625,407,0,ERROR crc_error
crc32,1024,0.05,20,30290020,8192,32,0.00390625,414,0,ERROR crc_error
crc32,1024,0.05,21,30290021,8192,32,0.00390625,383,0,ERROR crc_error
crc32,1024,0.05,22,30290022,8192,32,0.00390625,423,0,ERROR crc_error
crc32,1024,0.05,23,30290023,8192,32,0.00390625,396,0,ERROR crc_error
crc32,1024,0.05,24,30290024,8192,32,0.00390625,411,0,ERROR crc_error
crc32,1024,0.05,25,30290025,8192,32,0.00390625,420,0,ERROR crc_error
crc32,1024,0.05,26,30290026,8192,32,0.00390625,395,0,ERROR crc_error
crc32,1024,0.05,27,30290027,8192,32,0.00390625,414,0,ERROR crc_error
crc32,1024,0.05,28,30290028,8192,32,0.00390625,419,0,ERROR crc_error
crc32,1024,0.05,29,30290029,8192,32,0.00390625,397,0,ERROR crc_error
crc32,4096,0.0,0,60960000,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,1,60960001,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,2,60960002,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,3,60960003,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,4,60960004,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,5,60960005,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,6,60960006,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,7,60960007,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,8,60960008,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,9,60960009,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,10,60960010,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,11,60960011,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,12,60960012,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,13,60960013,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,14,60960014,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,15,60960015,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,16,60960016,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,17,60960017,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,18,60960018,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,19,60960019,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,20,60960020,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,21,60960021,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,22,60960022,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,23,60960023,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,24,60960024,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,25,60960025,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,26,60960026,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,27,60960027,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,28,60960028,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.0,29,60960029,32768,32,0.0009765625,0,0,sin_error
crc32,4096,0.001,0,60961000,32768,32,0.0009765625,38,0,ERROR crc_error
crc32,4096,0.001,1,60961001,32768,32,0.0009765625,34,0,ERROR crc_error
crc32,4096,0.001,2,60961002,32768,32,0.0009765625,35,0,ERROR crc_error
crc32,4096,0.001,3,60961003,32768,32,0.0009765625,30,0,ERROR crc_error
crc32,4096,0.001,4,60961004,32768,32,0.0009765625,33,0,ERROR crc_error
crc32,4096,0.001,5,60961005,32768,32,0.0009765625,37,0,ERROR crc_error
crc32,4096,0.001,6,60961006,32768,32,0.0009765625,24,0,ERROR crc_error
crc32,4096,0.001,7,60961007,32768,32,0.0009765625,43,0,ERROR crc_error
crc32,4096,0.001,8,60961008,32768,32,0.0009765625,38,0,ERROR crc_error
crc32,4096,0.001,9,60961009,32768,32,0.0009765625,27,0,ERROR crc_error
crc32,4096,0.001,10,60961010,32768,32,0.0009765625,32,0,ERROR crc_error
crc32,4096,0.001,11,60961011,32768,32,0.0009765625,40,0,ERROR crc_error
crc32,4096,0.001,12,60961012,32768,32,0.0009765625,24,0,ERROR crc_error
crc32,4096,0.001,13,60961013,32768,32,0.0009765625,29,0,ERROR crc_error
crc32,4096,0.001,14,60961014,32768,32,0.0009765625,36,0,ERROR crc_error
crc32,4096,0.001,15,60961015,32768,32,0.0009765625,40,0,ERROR crc_error
crc32,4096,0.001,16,60961016,32768,32,0.0009765625,49,0,ERROR crc_error
crc32,4096,0.001,17,60961017,32768,32,0.0009765625,26,0,ERROR crc_error
crc32,4096,0.001,18,60961018,32768,32,0.0009765625,31,0,ERROR crc_error
crc32,4096,0.001,19,60961019,32768,32,0.0009765625,28,0,ERROR crc_error
crc32,4096,0.001,20,60961020,32768,32,0.0009765625,43,0,ERROR crc_error
crc32,4096,0.001,21,60961021,32768,32,0.0009765625,39,0,ERROR crc_error
crc32,4096,0.001,22,60961022,32768,32,0.0009765625,28,0,ERROR crc_error
crc32,4096,0.001,23,60961023,32768,32,0.0009765625,31,0,ERROR crc_error
crc32,4096,0.001,24,60961024,32768,32,0.0009765625,27,0,ERROR crc_error
crc32,4096,0.001,25,60961025,32768,32,0.0009765625,33,0,ERROR crc_error
crc32,4096,0.001,26,60961026,32768,32,0.0009765625,25,0,ERROR crc_error
crc32,4096,0.001,27,60961027,32768,32,0.0009765625,34,0,ERROR crc_error
crc32,4096,0.001,28,60961028,32768,32,0.0009765625,33,0,ERROR crc_error
crc32,4096,0.001,29,60961029,32768,32,0.0009765625,37,0,ERROR crc_error
crc32,4096,0.01,0,60970000,32768,32,0.0009765625,344,0,ERROR crc_error
crc32,4096,0.01,1,60970001,32768,32,0.0009765625,339,0,ERROR crc_error
crc32,4096,0.01,2,60970002,32768,32,0.0009765625,305,0,ERROR crc_error
crc32,4096,0.01,3,60970003,32768,32,0.0009765625,347,0,ERROR crc_error
crc32,4096,0.01,4,60970004,32768,32,0.0009765625,320,0,ERROR crc_error
crc32,4096,0.01,5,60970005,32768,32,0.0009765625,345,0,ERROR crc_error
crc32,4096,0.01,6,60970006,32768,32,0.0009765625,321,0,ERROR crc_error
crc32,4096,0.01,7,60970007,32768,32,0.0009765625,316,0,ERROR crc_error
crc32,4096,0.01,8,60970008,32768,32,0.0009765625,308,0,ERROR crc_error
crc32,4096,0.01,9,60970009,32768,32,0.0009765625,352,0,ERROR crc_error
crc32,4096,0.01,10,60970010,32768,32,0.0009765625,300,0,ERROR crc_error
crc32,4096,0.01,11,60970011,32768,32,0.0009765625,341,0,ERROR crc_error
crc32,4096,0.01,12,60970012,32768,32,0.0009765625,312,0,ERROR crc_error
crc32,4096,0.01,13,60970013,32768,32,0.0009765625,390,0,ERROR crc_error
crc32,4096,0.01,14,60970014,32768,32,0.0009765625,348,0,ERROR crc_error
crc32,4096,0.01,15,60970015,32768,32,0.0009765625,369,0,ERROR crc_error
crc32,4096,0.01,16,60970016,32768,32,0.0009765625,349,0,ERROR crc_error
crc32,4096,0.01,17,60970017,32768,32,0.0009765625,318,0,ERROR crc_error
crc32,4096,0.01,18,60970018,32768,32,0.0009765625,303,0,ERROR crc_error
crc32,4096,0.01,19,60970019,32768,32,0.0009765625,356,0,ERROR crc_error
crc32,4096,0.01,20,60970020,32768,32,0.0009765625,329,0,ERROR crc_error
crc32,4096,0.01,21,60970021,32768,32,0.0009765625,339,0,ERROR crc_error
crc32,4096,0.01,22,60970022,32768,32,0.0009765625,349,0,ERROR crc_error
crc32,4096,0.01,23,60970023,32768,32,0.0009765625,335,0,ERROR crc_error
crc32,4096,0.01,24,60970024,32768,32,0.0009765625,319,0,ERROR crc_error
crc32,4096,0.01,25,60970025,32768,32,0.0009765625,338,0,ERROR crc_error
crc32,4096,0.01,26,60970026,32768,32,0.0009765625,334,0,ERROR crc_error
crc32,4096,0.01,27,60970027,32768,32,0.0009765625,328,0,ERROR crc_error
crc32,4096,0.01,28,60970028,32768,32,0.0009765625,342,0,ERROR crc_error
crc32,4096,0.01,29,60970029,32768,32,0.0009765625,303,0,ERROR crc_error
crc32,4096,0.05,0,61010000,32768,32,0.0009765625,1576,0,ERROR crc_error
crc32,4096,0.05,1,61010001,32768,32,0.0009765625,1706,0,ERROR crc_error
crc32,4096,0.05,2,61010002,32768,32,0.0009765625,1626,0,ERROR crc_error
crc32,4096,0.05,3,61010003,32768,32,0.0009765625,1671,0,ERROR crc_error
crc32,4096,0.05,4,61010004,32768,32,0.0009765625,1677,0,ERROR crc_error
crc32,4096,0.05,5,61010005,32768,32,0.0009765625,1616,0,ERROR crc_error
crc32,4096,0.05,6,61010006,32768,32,0.0009765625,1604,0,ERROR crc_error
crc32,4096,0.05,7,61010007,32768,32,0.0009765625,1638,0,ERROR crc_error
crc32,4096,0.05,8,61010008,32768,32,0.0009765625,1731,0,ERROR crc_error
crc32,4096,0.05,9,61010009,32768,32,0.0009765625,1633,0,ERROR crc_error
crc32,4096,0.05,10,61010010,32768,32,0.0009765625,1643,0,ERROR crc_error
crc32,4096,0.05,11,61010011,32768,32,0.0009765625,1625,0,ERROR crc_error
crc32,4096,0.05,12,61010012,32768,32,0.0009765625,1634,0,ERROR crc_error
crc32,4096,0.05,13,61010013,32768,32,0.0009765625,1628,0,ERROR crc_error
crc32,4096,0.05,14,61010014,32768,32,0.0009765625,1692,0,ERROR crc_error
crc32,4096,0.05,15,61010015,32768,32,0.0009765625,1617,0,ERROR crc_error
crc32,4096,0.05,16,61010016,32768,32,0.0009765625,1639,0,ERROR crc_error
crc32,4096,0.05,17,61010017,32768,32,0.0009765625,1576,0,ERROR crc_error
crc32,4096,0.05,18,61010018,32768,32,0.0009765625,1634,0,ERROR crc_error
crc32,4096,0.05,19,61010019,32768,32,0.0009765625,1581,0,ERROR crc_error
crc32,4096,0.05,20,61010020,32768,32,0.0009765625,1666,0,ERROR crc_error
crc32,4096,0.05,21,61010021,32768,32,0.0009765625,1726,0,ERROR crc_error
crc32,4096,0.05,22,61010022,32768,32,0.0009765625,1670,0,ERROR crc_error
crc32,4096,0.05,23,61010023,32768,32,0.0009765625,1575,0,ERROR crc_error
crc32,4096,0.05,24,61010024,32768,32,0.0009765625,1631,0,ERROR crc_error
crc32,4096,0.05,25,61010025,32768,32,0.0009765625,1574,0,ERROR crc_error
crc32,4096,0.05,26,61010026,32768,32,0.0009765625,1709,0,ERROR crc_error
crc32,4096,0.05,27,61010027,32768,32,0.0009765625,1644,0,ERROR crc_error
crc32,4096,0.05,28,61010028,32768,32,0.0009765625,1635,0,ERROR crc_error
crc32,4096,0.05,29,61010029,32768,32,0.0009765625,1586,0,ERROR crc_error
